gene,h_statistic,p_value,fdr
gene_7487,107.05163758175952,3.094813307880454e-22,4.305188490551091e-22
gene_5568,107.02987783245362,3.128044041367857e-22,4.351116362419993e-22
gene_7784,107.0265529525615,3.1331530028192655e-22,4.357923157931516e-22
gene_17283,107.00242730068351,3.1704748314159003e-22,4.409531024558836e-22
gene_9629,106.99962559276264,3.174837710459053e-22,4.415295278073762e-22
gene_8933,106.98513588557216,3.197497355540774e-22,4.44650258072966e-22
gene_3716,106.98235458353743,3.201865338032539e-22,4.452270595540914e-22
gene_4996,106.98190310070473,3.2025749458271096e-22,4.452951109095096e-22
gene_13972,106.9790197378849,3.2071105147689566e-22,4.458950888279915e-22
gene_19225,106.97170351339604,3.218647873623429e-22,4.474683991236808e-22
gene_7248,106.962964086155,3.2324839540157026e-22,4.493610479454937e-22
gene_19342,106.95229724005674,3.249452081165333e-22,4.516888054804715e-22
gene_4668,106.94838747507345,3.255693756075667e-22,4.525253192301764e-22
gene_15730,106.93199445199025,3.281994847447298e-22,4.56149685959391e-22
gene_4400,106.91411186854134,3.3109280844916517e-22,4.60139359426156e-22
gene_3725,106.8967113459621,3.3393261093623172e-22,4.640541080160499e-22
gene_2077,106.869049956729,3.384972121371218e-22,4.703650444354549e-22
gene_20357,106.83094467308047,3.448875516620204e-22,4.792119275859076e-22
gene_4993,106.82032983877761,3.4668906224510745e-22,4.816819793636332e-22
gene_19631,106.81363895106188,3.4782944544392154e-22,4.83233199335042e-22
gene_10329,106.79442924245107,3.511243946408272e-22,4.877773003594509e-22
gene_20311,106.7803488190898,3.5355934244846675e-22,4.911261567390566e-22
gene_10042,106.72716790809454,3.6290924705898e-22,5.040793985973097e-22
gene_5507,106.70907753676374,3.661457885839174e-22,5.085400089948069e-22
gene_1551,106.70671138430892,3.6657124437283813e-22,5.090959568999423e-22
gene_4700,106.69466774554364,3.6874447211624344e-22,5.120789760773682e-22
gene_7945,106.66675819479133,3.7383027673157338e-22,5.191060311625563e-22
gene_4417,106.66383168020158,3.743676046140475e-22,5.198164755133321e-22
gene_19049,106.64492806575663,3.7785708519363455e-22,5.246256605122552e-22
gene_7759,106.6412164213375,3.7854603911422586e-22,5.255461350448858e-22
gene_4535,106.62670408474983,3.812518880461259e-22,5.292664031429844e-22
gene_7835,106.61144273505039,3.8411825142669264e-22,5.332089765977313e-22
gene_10727,106.60774152219042,3.8481664723302255e-22,5.341417781232118e-22
gene_4199,106.581916139971,3.897251927965847e-22,5.409179163662392e-22
gene_3713,106.5775835948489,3.9055477467468776e-22,5.420321275701346e-22
gene_17964,106.56145454363694,3.9365866189426617e-22,5.463023678652087e-22
gene_16981,106.53681781181874,3.984474402198653e-22,5.529100802007889e-22
gene_12256,106.50585246611593,4.045490255579575e-22,5.6133849212979195e-22
gene_3441,106.47877033641856,4.099619587353354e-22,5.6881026263120735e-22
gene_8971,106.46897721110578,4.119370941206841e-22,5.715114909237978e-22
gene_19364,106.45869897150568,4.1402030206071703e-22,5.743622755193303e-22
gene_18245,106.42371940550129,4.2118923723913877e-22,5.842675150039531e-22
gene_6011,106.38643116569597,4.289680222206882e-22,5.950173122050031e-22
gene_9238,106.3515985862522,4.363642105565645e-22,6.051968079780359e-22
gene_14676,106.3515873267273,4.363666218446053e-22,6.051968079780359e-22
gene_10004,106.31077874219636,4.451940951545513e-22,6.173972840079681e-22
gene_10507,106.28812973933836,4.501701958528593e-22,6.242553511411788e-22
gene_19118,106.27663441280447,4.527170093700422e-22,6.27743992763603e-22
gene_13946,106.27503013487852,4.530735839541789e-22,6.281953470335608e-22
gene_2035,106.26237268655018,4.558967533147688e-22,6.320663866148742e-22
gene_17001,106.25610535978966,4.573011462617462e-22,6.3397000401472445e-22
gene_11175,106.23948507429023,4.61046423999023e-22,6.391183752440011e-22
gene_14576,106.22151309986702,4.651308087574631e-22,6.44736090203226e-22
gene_8655,106.21879291412415,4.657521531233526e-22,6.455531077049362e-22
gene_11435,106.21228109402567,4.672429546527817e-22,6.475750367398149e-22
gene_1851,106.17997140230788,4.7471071252212475e-22,6.578798792344517e-22
gene_15492,106.17572359288296,4.757013446161382e-22,6.592075719218017e-22
gene_19415,106.16862309921999,4.77361867908406e-22,6.614633270044458e-22
gene_7883,106.16727905297132,4.7767683850421725e-22,6.61854416293941e-22
gene_4916,106.15148595188657,4.81393473242482e-22,6.669583708418108e-22
gene_12310,106.13802006928651,4.8458526019431355e-22,6.713345126328593e-22
gene_5972,106.13787018560161,4.846209055621789e-22,6.713379003475247e-22
gene_14103,106.1278826939018,4.870020487710203e-22,6.745902471707631e-22
gene_15111,106.12604372999385,4.874417540850491e-22,6.751530727689415e-22
gene_4699,106.1116356077371,4.909005707509299e-22,6.798972904900379e-22
gene_13000,106.11101911433695,4.910491123924679e-22,6.800564414552492e-22
gene_4397,106.08660109784523,4.969688112961616e-22,6.882075286412605e-22
gene_8298,106.07604008982025,4.995511826827782e-22,6.91736250429943e-22
gene_14269,106.02991926060804,5.109867395885255e-22,7.075227924691574e-22
gene_19538,106.02329798239874,5.126498128317687e-22,7.0977691648553195e-22
gene_18990,106.01004148226438,5.159957400109475e-22,7.1436052709580775e-22
gene_6972,105.9952954689107,5.197432722987446e-22,7.194994666360592e-22
gene_10511,105.95804708438,5.293311390937979e-22,7.327221360635054e-22
gene_1018,105.9515758929142,5.310147826148993e-22,7.35002390256409e-22
gene_1584,105.93977937629388,5.340977295699076e-22,7.39219041042649e-22
gene_625,105.93144089388534,5.362877281895526e-22,7.421993122798537e-22
gene_18334,105.9284858914455,5.370659751404969e-22,7.4322550529126655e-22
gene_6959,105.92079431370985,5.390969724582643e-22,7.4598507357001035e-22
gene_5899,105.89517227787105,5.459181418019535e-22,7.553722967960382e-22
gene_11079,105.8475441902985,5.5882790199210425e-22,7.73182278904026e-22
gene_17790,105.8432050377246,5.60019105136551e-22,7.747773895023397e-22
gene_12051,105.80780562279323,5.698324123224521e-22,7.883000074962238e-22
gene_17350,105.79721072680647,5.728027814480603e-22,7.923549763073763e-22
gene_11005,105.78683941224399,5.757254586738592e-22,7.963434229320819e-22
gene_13852,105.78586302017328,5.760013763968945e-22,7.966705767525037e-22
gene_2686,105.77728691537413,5.784305764914326e-22,7.999756984633923e-22
gene_8874,105.77663738648334,5.786149735913527e-22,8.00175993775868e-22
gene_4761,105.74509771378408,5.876399471099931e-22,8.1260120156679e-22
gene_18398,105.73466085015494,5.906573010554737e-22,8.1671781213366615e-22
gene_11218,105.72278268241769,5.941101918061281e-22,8.214360470777242e-22
gene_11862,105.69161387089571,6.03266967753539e-22,8.340394745620343e-22
gene_19813,105.68882103514326,6.040943022138341e-22,8.351261971057593e-22
gene_14695,105.67888468550488,6.070469991905257e-22,8.391507636472258e-22
gene_11364,105.64020961821552,6.186777351880397e-22,8.551700378178515e-22
gene_6883,105.60960826278578,6.280381165488663e-22,8.680491288267002e-22
gene_2247,105.60621295031706,6.2908536528941695e-22,8.694371657109766e-22
gene_12031,105.58834891650304,6.346241624210563e-22,8.77032202591319e-22
gene_19690,105.49882693902812,6.631236788759046e-22,9.16355081702294e-22
gene_7478,105.49279720903678,6.650886163154478e-22,9.190075789609587e-22
gene_10730,105.47691912330728,6.7029077336055355e-22,9.261325403569356e-22
gene_493,105.454258902319,6.777854948279406e-22,9.364239198493978e-22
gene_2108,105.45182539055618,6.785953277817562e-22,9.374787267250729e-22
gene_7553,105.43643231526217,6.837403491384069e-22,9.445220385249164e-22
gene_12492,105.43360504798842,6.846895724220331e-22,9.457686893876585e-22
gene_6619,105.39904707049527,6.963990372114288e-22,9.618773860281627e-22
gene_7082,105.39639761335812,6.973049858022825e-22,9.63062913592511e-22
gene_15053,105.37883775841293,7.033392101247464e-22,9.713305674042138e-22
gene_5789,105.37737226896843,7.038451609828006e-22,9.719629174508782e-22
gene_7091,105.3651813896244,7.080681105224881e-22,9.777277562739163e-22
gene_1048,105.35973193010841,7.099639985896401e-22,9.802787309990516e-22
gene_2525,105.32512902603523,7.221214619480326e-22,9.969970013690542e-22
gene_19848,105.28235822334052,7.374366308907374e-22,1.0180723774999387e-21
gene_3364,105.22652167066263,7.579199988419758e-22,1.0462793757907969e-21
gene_557,105.16253406148131,7.820938236263327e-22,1.0795767088229964e-21
gene_15510,105.14559658017879,7.886206339842749e-22,1.088511797938295e-21
gene_8897,105.13678690986248,7.920369119516974e-22,1.0931525763821768e-21
gene_18945,105.12941218334004,7.949081098975084e-22,1.0970404647991754e-21
gene_20378,105.12104205214546,7.981794560656297e-22,1.101480023278721e-21
gene_18973,105.11890012148962,7.990187594562768e-22,1.1025630090736573e-21
gene_14005,105.09730852705519,8.075287308316591e-22,1.1142298509823936e-21
gene_1945,105.08905558423157,8.108053740647417e-22,1.1186746362556728e-21
gene_20348,105.04060405867676,8.303117740308479e-22,1.1455096119722846e-21
gene_12909,105.03646665734743,8.319990582459096e-22,1.1477591047066816e-21
gene_1231,105.03049711886617,8.344395530256159e-22,1.1510472884733598e-21
gene_5384,105.01659008100341,8.401528845766271e-22,1.158849350547338e-21
gene_7288,105.0148474847317,8.408715347280466e-22,1.1597614967420934e-21
gene_4482,104.98965000755106,8.513319716090604e-22,1.1741088390333385e-21
gene_4786,104.98466315609585,8.534175731326177e-22,1.176904913477096e-21
gene_10678,104.97582173430524,8.571277962617292e-22,1.1819408870845897e-21
gene_5472,104.9553856921296,8.657654220131082e-22,1.193770378351658e-21
gene_6988,104.94537204765433,8.700295616248031e-22,1.1995682371209018e-21
gene_18862,104.93630761624036,8.739075958383227e-22,1.2048329921215466e-21
gene_3499,104.9227401773469,8.797444625715924e-22,1.2127974350736412e-21
gene_9020,104.85370948375294,9.100513325577043e-22,1.2544923304689712e-21
gene_1845,104.82501668645,9.229534924043897e-22,1.2721910408936035e-21
gene_4776,104.77506174496723,9.45854331720095e-22,1.3036684916987282e-21
gene_15237,104.76008109730878,9.528319848516624e-22,1.3131962626557705e-21
gene_17313,104.75558650024372,9.549354861886357e-22,1.316005620269911e-21
gene_7788,104.74281919420005,9.609360260255623e-22,1.3241847745851776e-21
gene_2683,104.72706669929357,9.683915495448838e-22,1.334367667689751e-21
gene_18704,104.72158250105899,9.71000721518193e-22,1.3378717354742015e-21
gene_15079,104.68972595404068,9.862964206231419e-22,1.3588539838809398e-21
gene_20142,104.67286388127104,9.94489872752264e-22,1.370049033718731e-21
gene_4024,104.64112806070223,1.0100956163159552e-21,1.3914533318022298e-21
gene_14994,104.63587219919356,1.0127036545106608e-21,1.394950994404637e-21
gene_14727,104.63228210257509,1.0144889832121227e-21,1.3973150146129237e-21
gene_3298,104.61477969397538,1.0232379639321513e-21,1.4092695047454047e-21
gene_11536,104.59695950786758,1.032223287245304e-21,1.4215478506699784e-21
gene_4667,104.5754664320427,1.0431655575540551e-21,1.4365193911264336e-21
gene_2532,104.52118671428491,1.0713186970637204e-21,1.475187972306809e-21
gene_15287,104.51578625336582,1.0741609525072473e-21,1.479000995550119e-21
gene_2357,104.51465478584755,1.0747573967805332e-21,1.4797214761557269e-21
gene_2816,104.51099149408333,1.0766907444844132e-21,1.4822823763765875e-21
gene_19875,104.5044718501677,1.0801401710272314e-21,1.4869299746981853e-21
gene_12738,104.48327926377306,1.0914292883998251e-21,1.5023683894304197e-21
gene_13087,104.47299008222848,1.0969527078577753e-21,1.5097659069964657e-21
gene_4187,104.47302000964994,1.0969366018243684e-21,1.5097659069964657e-21
gene_19097,104.46446379101502,1.101550940807171e-21,1.5159913954986596e-21
gene_14801,104.45571187540594,1.1062908932830577e-21,1.5224110625477548e-21
gene_6344,104.44890822248817,1.1099897667200813e-21,1.5273972829429577e-21
gene_10880,104.41051223031081,1.1310970792645651e-21,1.5563360125074013e-21
gene_677,104.39973003295326,1.1370961723116766e-21,1.564484023971859e-21
gene_2615,104.36406048372068,1.1571698886291533e-21,1.591994306570289e-21
gene_9668,104.36339561886228,1.1575473976832243e-21,1.5924053288354636e-21
gene_10694,104.33602445078411,1.1731960239297191e-21,1.6138229115566564e-21
gene_15747,104.29288060207682,1.1982926833159228e-21,1.6482332051786459e-21
gene_3001,104.27092105219756,1.2112718686324753e-21,1.6659725517356334e-21
gene_15006,104.26670621395158,1.2137790758691748e-21,1.6693073993845192e-21
gene_3199,104.25096784113285,1.2231870255520716e-21,1.6821317222312596e-21
gene_2221,104.2487225156833,1.2245351453854543e-21,1.68387114415772e-21
gene_20379,104.24586592191415,1.2262524249581758e-21,1.686117930441947e-21
gene_5152,104.24366878845505,1.2275748988808e-21,1.6878215836179135e-21
gene_10628,104.22494998398543,1.2388998839568992e-21,1.703276757784366e-21
gene_18472,104.22413481118924,1.239395434396269e-21,1.7038422108183395e-21
gene_5427,104.217177349836,1.2436330046037243e-21,1.7095515286262346e-21
gene_15775,104.2067763901664,1.249994925643827e-21,1.7181800959447914e-21
gene_10756,104.19239496559976,1.2588451905444626e-21,1.7302276099782204e-21
gene_9898,104.18485718666284,1.263508897702597e-21,1.736519637085857e-21
gene_17087,104.18129310511615,1.2657200443491355e-21,1.7394403300790995e-21
gene_19834,104.16964944567971,1.2729707354654946e-21,1.7492858472203715e-21
gene_18296,104.11457625935145,1.3078323356930994e-21,1.797069696931922e-21
gene_5907,104.06020550907273,1.3431853597002734e-21,1.8455222639464043e-21
gene_3283,104.05432922637164,1.3470629930938058e-21,1.850724336414584e-21
gene_19511,104.04522287692663,1.3530941973914143e-21,1.858884283270045e-21
gene_4220,104.03301457143034,1.3612222242151779e-21,1.86992354591407e-21
gene_13635,104.02112627334418,1.3691840991457001e-21,1.8807330798740033e-21
gene_51,104.01721658814085,1.3718126668860081e-21,1.884215727285829e-21
gene_5786,104.00522844671096,1.3799040486998302e-21,1.8952006906716883e-21
gene_18232,103.99609110765289,1.3861033090967861e-21,1.9035856433880814e-21
gene_15630,103.99419443151464,1.3873936008913903e-21,1.9052282515195112e-21
gene_13115,103.98283957619333,1.3951433563946816e-21,1.915740446126365e-21
gene_17406,103.97683356778441,1.3992599747464897e-21,1.921262711302286e-21
gene_696,103.9669175560681,1.4060831642156801e-21,1.9305002487510367e-21
gene_6682,103.96417057333234,1.4079792341616526e-21,1.9329722380326416e-21
gene_9600,103.95231044543846,1.4161949197855488e-21,1.9441193124903993e-21
gene_15859,103.90502775210234,1.4494274612648781e-21,1.989605097701249e-21
gene_16229,103.88062398369505,1.466883454352818e-21,2.0134299708436286e-21
gene_12495,103.87093826630792,1.473869754488719e-21,2.022881986392207e-21
gene_11161,103.86200713917242,1.4803412407831974e-21,2.0316261863633115e-21
gene_16225,103.84904641927824,1.4897831186702542e-21,2.0444455000089046e-21
gene_15213,103.83770280925904,1.4980963211853236e-21,2.0557142854701704e-21
gene_7086,103.80803269261817,1.5200600883997696e-21,2.0857118170273285e-21
gene_10487,103.79757123633534,1.5278808609618133e-21,2.0963006438803656e-21
gene_13853,103.79064014996065,1.533084540480702e-21,2.1032975434602262e-21
gene_9960,103.7800648504328,1.5410583579539841e-21,2.1140936944496277e-21
gene_5284,103.76463121700584,1.5527698386395989e-21,2.1300155286026273e-21
gene_20456,103.74301352137485,1.5693236986761134e-21,2.1525772969020276e-21
gene_7242,103.71666599892174,1.5897381640122363e-21,2.180431080139146e-21
gene_10210,103.70460760995574,1.599169529852346e-21,2.193218059084664e-21
gene_432,103.70145723875201,1.6016427676077836e-21,2.1964610650252283e-21
gene_20473,103.68205585876254,1.616958566499451e-21,2.2173144699027123e-21
gene_6756,103.64582840868924,1.6459501664386098e-21,2.2569172248969368e-21
gene_17428,103.63976753133238,1.6508509685843493e-21,2.2634836883471746e-21
gene_9813,103.63943650505438,1.6511190548622979e-21,2.263697769907826e-21
gene_17500,103.62909032702062,1.6595200245504214e-21,2.2750613163684115e-21
gene_6773,103.61291797393505,1.672737454013678e-21,2.29302583266291e-21
gene_2231,103.59492289655958,1.687568297470225e-21,2.3131994674041093e-21
gene_1728,103.56018983248221,1.716566656643765e-21,2.3527888811762738e-21
gene_8646,103.55365525368597,1.7220777392112456e-21,2.360182592150644e-21
gene_6416,103.51163662340741,1.757940067162234e-21,2.409170186247884e-21
gene_20272,103.44968476501576,1.8121813896995185e-21,2.4833369396255056e-21
gene_3297,103.44804364555466,1.813640776792492e-21,2.4851684046568395e-21
gene_8491,103.42795934905553,1.8315964574737917e-21,2.509602382882338e-21
gene_4499,103.39701257507717,1.859611838172695e-21,2.5478156365397424e-21
gene_9144,103.34981320291945,1.903167375602116e-21,2.607313516399078e-21
gene_19129,103.34030009583682,1.9120687809427256e-21,2.6193308596601083e-21
gene_1154,103.33905930322452,1.9132328533578306e-21,2.6207479696347848e-21
gene_9691,103.32507973509928,1.9263970979508736e-21,2.6386016201086915e-21
gene_13657,103.31163689861017,1.9391413032603453e-21,2.6558775598230453e-21
gene_7711,103.30067770244068,1.949593279361475e-21,2.670011899896267e-21
